Group,Representation,Name,Section
People-Body,🧑🏽‍⚖️,judge medium skin tone,E12.1
People-Body,🧑🏾‍⚖️,judge medium-dark skin tone,E12.1
People-Body,🧑🏿‍⚖️,judge dark skin tone,E12.1
People-Body,👨‍⚖️,man judge,E4.0
People-Body,👨🏻‍⚖️,man judge light skin tone,E4.0
People-Body,👨🏼‍⚖️,man judge medium-light skin tone,E4.0
People-Body,👨🏽‍⚖️,man judge medium skin tone,E4.0
People-Body,👨🏾‍⚖️,man judge medium-dark skin tone,E4.0
People-Body,👨🏿‍⚖️,man judge dark skin tone,E4.0
People-Body,👩‍⚖️,woman judge,E4.0
People-Body,👩🏻‍⚖️,woman judge light skin tone,E4.0
People-Body,👩🏼‍⚖️,woman judge medium-light skin tone,E4.0
People-Body,👩🏽‍⚖️,woman judge medium skin tone,E4.0
People-Body,👩🏾‍⚖️,woman judge medium-dark skin tone,E4.0
People-Body,👩🏿‍⚖️,woman judge dark skin tone,E4.0
People-Body,🧑‍🌾,farmer,E12.1
People-Body,🧑🏻‍🌾,farmer light skin tone,E12.1
People-Body,🧑🏼‍🌾,farmer medium-light skin tone,E12.1
People-Body,🧑🏽‍🌾,farmer medium skin tone,E12.1
People-Body,🧑🏾‍🌾,farmer medium-dark skin tone,E12.1
People-Body,🧑🏿‍🌾,farmer dark skin tone,E12.1
People-Body,👨‍🌾,man farmer,E4.0
People-Body,👨🏻‍🌾,man farmer light skin tone,E4.0
People-Body,👨🏼‍🌾,man farmer medium-light skin tone,E4.0
People-Body,👨🏽‍🌾,man farmer medium skin tone,E4.0
People-Body,👨🏾‍🌾,man farmer medium-dark skin tone,E4.0
People-Body,👨🏿‍🌾,man farmer dark skin tone,E4.0
People-Body,👩‍🌾,woman farmer,E4.0
People-Body,👩🏻‍🌾,woman farmer light skin tone,E4.0
People-Body,👩🏼‍🌾,woman farmer medium-light skin tone,E4.0
People-Body,👩🏽‍🌾,woman farmer medium skin tone,E4.0
People-Body,👩🏾‍🌾,woman farmer medium-dark skin tone,E4.0
People-Body,👩🏿‍🌾,woman farmer dark skin tone,E4.0
People-Body,🧑‍🍳,cook,E12.1
People-Body,🧑🏻‍🍳,cook light skin tone,E12.1
People-Body,🧑🏼‍🍳,cook medium-light skin tone,E12.1
People-Body,🧑🏽‍🍳,cook medium skin tone,E12.1
People-Body,🧑🏾‍🍳,cook medium-dark skin tone,E12.1
People-Body,🧑🏿‍🍳,cook dark skin tone,E12.1
People-Body,👨‍🍳,man cook,E4.0
People-Body,👨🏻‍🍳,man cook light skin tone,E4.0
People-Body,👨🏼‍🍳,man cook medium-light skin tone,E4.0
People-Body,👨🏽‍🍳,man cook medium skin tone,E4.0
People-Body,👨🏾‍🍳,man cook medium-dark skin tone,E4.0
People-Body,👨🏿‍🍳,man cook dark skin tone,E4.0
People-Body,👩‍🍳,woman cook,E4.0
People-Body,👩🏻‍🍳,woman cook light skin tone,E4.0
People-Body,👩🏼‍🍳,woman cook medium-light skin tone,E4.0
People-Body,👩🏽‍🍳,woman cook medium skin tone,E4.0
People-Body,👩🏾‍🍳,woman cook medium-dark skin tone,E4.0
People-Body,👩🏿‍🍳,woman cook dark skin tone,E4.0
People-Body,🧑‍🔧,mechanic,E12.1
People-Body,🧑🏻‍🔧,mechanic light skin tone,E12.1
People-Body,🧑🏼‍🔧,mechanic medium-light skin tone,E12.1
People-Body,🧑🏽‍🔧,mechanic medium skin tone,E12.1
People-Body,🧑🏾‍🔧,mechanic medium-dark skin tone,E12.1
People-Body,🧑🏿‍🔧,mechanic dark skin tone,E12.1
People-Body,👨‍🔧,man mechanic,E4.0
People-Body,👨🏻‍🔧,man mechanic light skin tone,E4.0
People-Body,👨🏼‍🔧,man mechanic medium-light skin tone,E4.0
People-Body,👨🏽‍🔧,man mechanic medium skin tone,E4.0
People-Body,👨🏾‍🔧,man mechanic medium-dark skin tone,E4.0
People-Body,👨🏿‍🔧,man mechanic dark skin tone,E4.0
People-Body,👩‍🔧,woman mechanic,E4.0
People-Body,👩🏻‍🔧,woman mechanic light skin tone,E4.0
People-Body,👩🏼‍🔧,woman mechanic medium-light skin tone,E4.0
People-Body,👩🏽‍🔧,woman mechanic medium skin tone,E4.0
People-Body,👩🏾‍🔧,woman mechanic medium-dark skin tone,E4.0
People-Body,👩🏿‍🔧,woman mechanic dark skin tone,E4.0
People-Body,🧑‍🏭,factory worker,E12.1
People-Body,🧑🏻‍🏭,factory worker light skin tone,E12.1
People-Body,🧑🏼‍🏭,factory worker medium-light skin tone,E12.1
People-Body,🧑🏽‍🏭,factory worker medium skin tone,E12.1
People-Body,🧑🏾‍🏭,factory worker medium-dark skin tone,E12.1
People-Body,🧑🏿‍🏭,factory worker dark skin tone,E12.1
People-Body,👨‍🏭,man factory worker,E4.0
People-Body,👨🏻‍🏭,man factory worker light skin tone,E4.0
People-Body,👨🏼‍🏭,man factory worker medium-light skin tone,E4.0
People-Body,👨🏽‍🏭,man factory worker medium skin tone,E4.0
People-Body,👨🏾‍🏭,man factory worker medium-dark skin tone,E4.0
People-Body,👨🏿‍🏭,man factory worker dark skin tone,E4.0
People-Body,👩‍🏭,woman factory worker,E4.0
People-Body,👩🏻‍🏭,woman factory worker light skin tone,E4.0
People-Body,👩🏼‍🏭,woman factory worker medium-light skin tone,E4.0
People-Body,👩🏽‍🏭,woman factory worker medium skin tone,E4.0
People-Body,👩🏾‍🏭,woman factory worker medium-dark skin tone,E4.0
People-Body,👩🏿‍🏭,woman factory worker dark skin tone,E4.0
People-Body,🧑‍💼,office worker,E12.1
People-Body,🧑🏻‍💼,office worker light skin tone,E12.1
People-Body,🧑🏼‍💼,office worker medium-light skin tone,E12.1
People-Body,🧑🏽‍💼,office worker medium skin tone,E12.1
People-Body,🧑🏾‍💼,office worker medium-dark skin tone,E12.1
People-Body,🧑🏿‍💼,office worker dark skin tone,E12.1
People-Body,👨‍💼,man office worker,E4.0
People-Body,👨🏻‍💼,man office worker light skin tone,E4.0
People-Body,👨🏼‍💼,man office worker medium-light skin tone,E4.0
People-Body,👨🏽‍💼,man office worker medium skin tone,E4.0
People-Body,👨🏾‍💼,man office worker medium-dark skin tone,E4.0
People-Body,👨🏿‍💼,man office worker dark skin tone,E4.0
People-Body,👩‍💼,woman office worker,E4.0
People-Body,👩🏻‍💼,woman office worker light skin tone,E4.0
People-Body,👩🏼‍💼,woman office worker medium-light skin tone,E4.0
People-Body,👩🏽‍💼,woman office worker medium skin tone,E4.0
People-Body,👩🏾‍💼,woman office worker medium-dark skin tone,E4.0
People-Body,👩🏿‍💼,woman office worker dark skin tone,E4.0
People-Body,🧑‍🔬,scientist,E12.1
People-Body,🧑🏻‍🔬,scientist light skin tone,E12.1
People-Body,🧑🏼‍🔬,scientist medium-light skin tone,E12.1
People-Body,🧑🏽‍🔬,scientist medium skin tone,E12.1
People-Body,🧑🏾‍🔬,scientist medium-dark skin tone,E12.1
People-Body,🧑🏿‍🔬,scientist dark skin tone,E12.1
People-Body,👨‍🔬,man scientist,E4.0
People-Body,👨🏻‍🔬,man scientist light skin tone,E4.0
People-Body,👨🏼‍🔬,man scientist medium-light skin tone,E4.0
People-Body,👨🏽‍🔬,man scientist medium skin tone,E4.0
People-Body,👨🏾‍🔬,man scientist medium-dark skin tone,E4.0
People-Body,👨🏿‍🔬,man scientist dark skin tone,E4.0
People-Body,👩‍🔬,woman scientist,E4.0
People-Body,👩🏻‍🔬,woman scientist light skin tone,E4.0
People-Body,👩🏼‍🔬,woman scientist medium-light skin tone,E4.0
People-Body,👩🏽‍🔬,woman scientist medium skin tone,E4.0
People-Body,👩🏾‍🔬,woman scientist medium-dark skin tone,E4.0
People-Body,👩🏿‍🔬,woman scientist dark skin tone,E4.0
People-Body,🧑‍💻,technologist,E12.1
People-Body,🧑🏻‍💻,technologist light skin tone,E12.1
People-Body,🧑🏼‍💻,technologist medium-light skin tone,E12.1
People-Body,🧑🏽‍💻,technologist medium skin tone,E12.1
People-Body,🧑🏾‍💻,technologist medium-dark skin tone,E12.1
People-Body,🧑🏿‍💻,technologist dark skin tone,E12.1
People-Body,👨‍💻,man technologist,E4.0
People-Body,👨🏻‍💻,man technologist light skin tone,E4.0
People-Body,👨🏼‍💻,man technologist medium-light skin tone,E4.0
People-Body,👨🏽‍💻,man technologist medium skin tone,E4.0
People-Body,👨🏾‍💻,man technologist medium-dark skin tone,E4.0
People-Body,👨🏿‍💻,man technologist dark skin tone,E4.0
People-Body,👩‍💻,woman technologist,E4.0
People-Body,👩🏻‍💻,woman technologist light skin tone,E4.0
People-Body,👩🏼‍💻,woman technologist medium-light skin tone,E4.0
People-Body,👩🏽‍💻,woman technologist medium skin tone,E4.0
People-Body,👩🏾‍💻,woman technologist medium-dark skin tone,E4.0
People-Body,👩🏿‍💻,woman technologist dark skin tone,E4.0
People-Body,🧑‍🎤,singer,E12.1
People-Body,🧑🏻‍🎤,singer light skin tone,E12.1
People-Body,🧑🏼‍🎤,singer medium-light skin tone,E12.1
People-Body,🧑🏽‍🎤,singer medium skin tone,E12.1
People-Body,🧑🏾‍🎤,singer medium-dark skin tone,E12.1
People-Body,🧑🏿‍🎤,singer dark skin tone,E12.1
People-Body,👨‍🎤,man singer,E4.0
People-Body,👨🏻‍🎤,man singer light skin tone,E4.0
People-Body,👨🏼‍🎤,man singer medium-light skin tone,E4.0
People-Body,👨🏽‍🎤,man singer medium skin tone,E4.0
People-Body,👨🏾‍🎤,man singer medium-dark skin tone,E4.0
People-Body,👨🏿‍🎤,man singer dark skin tone,E4.0
People-Body,👩‍🎤,woman singer,E4.0
People-Body,👩🏻‍🎤,woman singer light skin tone,E4.0
People-Body,👩🏼‍🎤,woman singer medium-light skin tone,E4.0
People-Body,👩🏽‍🎤,woman singer medium skin tone,E4.0
People-Body,👩🏾‍🎤,woman singer medium-dark skin tone,E4.0
People-Body,👩🏿‍🎤,woman singer dark skin tone,E4.0
People-Body,🧑‍🎨,artist,E12.1
People-Body,🧑🏻‍🎨,artist light skin tone,E12.1
People-Body,🧑🏼‍🎨,artist medium-light skin tone,E12.1
People-Body,🧑🏽‍🎨,artist medium skin tone,E12.1
People-Body,🧑🏾‍🎨,artist medium-dark skin tone,E12.1
People-Body,🧑🏿‍🎨,artist dark skin tone,E12.1
People-Body,👨‍🎨,man artist,E4.0
People-Body,👨🏻‍🎨,man artist light skin tone,E4.0
People-Body,👨🏼‍🎨,man artist medium-light skin tone,E4.0
People-Body,👨🏽‍🎨,man artist medium skin tone,E4.0
People-Body,👨🏾‍🎨,man artist medium-dark skin tone,E4.0
People-Body,👨🏿‍🎨,man artist dark skin tone,E4.0
People-Body,👩‍🎨,woman artist,E4.0
People-Body,👩🏻‍🎨,woman artist light skin tone,E4.0
People-Body,👩🏼‍🎨,woman artist medium-light skin tone,E4.0
People-Body,👩🏽‍🎨,woman artist medium skin tone,E4.0
People-Body,👩🏾‍🎨,woman artist medium-dark skin tone,E4.0
People-Body,👩🏿‍🎨,woman artist dark skin tone,E4.0
People-Body,🧑‍✈️,pilot,E12.1
People-Body,🧑🏻‍✈️,pilot light skin tone,E12.1
People-Body,🧑🏼‍✈️,pilot medium-light skin tone,E12.1
People-Body,🧑🏽‍✈️,pilot medium skin tone,E12.1
People-Body,🧑🏾‍✈️,pilot medium-dark skin tone,E12.1
People-Body,🧑🏿‍✈️,pilot dark skin tone,E12.1
People-Body,👨‍✈️,man pilot,E4.0
People-Body,👨🏻‍✈️,man pilot light skin tone,E4.0
People-Body,👨🏼‍✈️,man pilot medium-light skin tone,E4.0
People-Body,👨🏽‍✈️,man pilot medium skin tone,E4.0
People-Body,👨🏾‍✈️,man pilot medium-dark skin tone,E4.0
People-Body,👨🏿‍✈️,man pilot dark skin tone,E4.0
People-Body,👩‍✈️,woman pilot,E4.0
People-Body,👩🏻‍✈️,woman pilot light skin tone,E4.0
People-Body,👩🏼‍✈️,woman pilot medium-light skin tone,E4.0
People-Body,👩🏽‍✈️,woman pilot medium skin tone,E4.0
People-Body,👩🏾‍✈️,woman pilot medium-dark skin tone,E4.0
People-Body,👩🏿‍✈️,woman pilot dark skin tone,E4.0
People-Body,🧑‍🚀,astronaut,E12.1
People-Body,🧑🏻‍🚀,astronaut light skin tone,E12.1
People-Body,🧑🏼‍🚀,astronaut medium-light skin tone,E12.1
People-Body,🧑🏽‍🚀,astronaut medium skin tone,E12.1
People-Body,🧑🏾‍🚀,astronaut medium-dark skin tone,E12.1
People-Body,🧑🏿‍🚀,astronaut dark skin tone,E12.1
People-Body,👨‍🚀,man astronaut,E4.0
People-Body,👨🏻‍🚀,man astronaut light skin tone,E4.0
People-Body,👨🏼‍🚀,man astronaut medium-light skin tone,E4.0
People-Body,👨🏽‍🚀,man astronaut medium skin tone,E4.0
People-Body,👨🏾‍🚀,man astronaut medium-dark skin tone,E4.0
People-Body,👨🏿‍🚀,man astronaut dark skin tone,E4.0
People-Body,👩‍🚀,woman astronaut,E4.0
People-Body,👩🏻‍🚀,woman astronaut light skin tone,E4.0
People-Body,👩🏼‍🚀,woman astronaut medium-light skin tone,E4.0
People-Body,👩🏽‍🚀,woman astronaut medium skin tone,E4.0
People-Body,👩🏾‍🚀,woman astronaut medium-dark skin tone,E4.0
People-Body,👩🏿‍🚀,woman astronaut dark skin tone,E4.0
People-Body,🧑‍🚒,firefighter,E12.1
People-Body,🧑🏻‍🚒,firefighter light skin tone,E12.1
People-Body,🧑🏼‍🚒,firefighter medium-light skin tone,E12.1
People-Body,🧑🏽‍🚒,firefighter medium skin tone,E12.1
People-Body,🧑🏾‍🚒,firefighter medium-dark skin tone,E12.1
People-Body,🧑🏿‍🚒,firefighter dark skin tone,E12.1
People-Body,👨‍🚒,man firefighter,E4.0
People-Body,👨🏻‍🚒,man firefighter light skin tone,E4.0
People-Body,👨🏼‍🚒,man firefighter medium-light skin tone,E4.0
People-Body,👨🏽‍🚒,man firefighter medium skin tone,E4.0
People-Body,👨🏾‍🚒,man firefighter medium-dark skin tone,E4.0
People-Body,👨🏿‍🚒,man firefighter dark skin tone,E4.0
People-Body,👩‍🚒,woman firefighter,E4.0
People-Body,👩🏻‍🚒,woman firefighter light skin tone,E4.0
People-Body,👩🏼‍🚒,woman firefighter medium-light skin tone,E4.0
People-Body,👩🏽‍🚒,woman firefighter medium skin tone,E4.0
People-Body,👩🏾‍🚒,woman firefighter medium-dark skin tone,E4.0
People-Body,👩🏿‍🚒,woman firefighter dark skin tone,E4.0
People-Body,👮,police officer,E0.6
People-Body,👮🏻,police officer light skin tone,E1.0
People-Body,👮🏼,police officer medium-light skin tone,E1.0
People-Body,👮🏽,police officer medium skin tone,E1.0
People-Body,👮🏾,police officer medium-dark skin tone,E1.0
People-Body,👮🏿,police officer dark skin tone,E1.0
People-Body,👮‍♂️,man police officer,E4.0
People-Body,👮🏻‍♂️,man police officer light skin tone,E4.0
People-Body,👮🏼‍♂️,man police officer medium-light skin tone,E4.0
People-Body,👮🏽‍♂️,man police officer medium skin tone,E4.0
People-Body,👮🏾‍♂️,man police officer medium-dark skin tone,E4.0
People-Body,👮🏿‍♂️,man police officer dark skin tone,E4.0
People-Body,👮‍♀️,woman police officer,E4.0
People-Body,👮🏻‍♀️,woman police officer light skin tone,E4.0
People-Body,👮🏼‍♀️,woman police officer medium-light skin tone,E4.0
People-Body,👮🏽‍♀️,woman police officer medium skin tone,E4.0
People-Body,👮🏾‍♀️,woman police officer medium-dark skin tone,E4.0
People-Body,👮🏿‍♀️,woman police officer dark skin tone,E4.0
People-Body,🕵️,detective,E0.7
People-Body,🕵🏻,detective light skin tone,E2.0
People-Body,🕵🏼,detective medium-light skin tone,E2.0
People-Body,🕵🏽,detective medium skin tone,E2.0
People-Body,🕵🏾,detective medium-dark skin tone,E2.0
People-Body,🕵🏿,detective dark skin tone,E2.0
People-Body,🕵️‍♂️,man detective,E4.0
People-Body,🕵🏻‍♂️,man detective light skin tone,E4.0
People-Body,🕵🏼‍♂️,man detective medium-light skin tone,E4.0
People-Body,🕵🏽‍♂️,man detective medium skin tone,E4.0
People-Body,🕵🏾‍♂️,man detective medium-dark skin tone,E4.0
People-Body,🕵🏿‍♂️,man detective dark skin tone,E4.0
People-Body,🕵️‍♀️,woman detective,E4.0
People-Body,🕵🏻‍♀️,woman detective light skin tone,E4.0
People-Body,🕵🏼‍♀️,woman detective medium-light skin tone,E4.0
People-Body,🕵🏽‍♀️,woman detective medium skin tone,E4.0
People-Body,🕵🏾‍♀️,woman detective medium-dark skin tone,E4.0
People-Body,🕵🏿‍♀️,woman detective dark skin tone,E4.0
People-Body,💂,guard,E0.6
People-Body,💂🏻,guard light skin tone,E1.0
People-Body,💂🏼,guard medium-light skin tone,E1.0
People-Body,💂🏽,guard medium skin tone,E1.0
People-Body,💂🏾,guard medium-dark skin tone,E1.0
People-Body,💂🏿,guard dark skin tone,E1.0
People-Body,💂‍♂️,man guard,E4.0
People-Body,💂🏻‍♂️,man guard light skin tone,E4.0
People-Body,💂🏼‍♂️,man guard medium-light skin tone,E4.0
People-Body,💂🏽‍♂️,man guard medium skin tone,E4.0
People-Body,💂🏾‍♂️,man guard medium-dark skin tone,E4.0
People-Body,💂🏿‍♂️,man guard dark skin tone,E4.0
People-Body,💂‍♀️,woman guard,E4.0
People-Body,💂🏻‍♀️,woman guard light skin tone,E4.0
People-Body,💂🏼‍♀️,woman guard medium-light skin tone,E4.0
People-Body,💂🏽‍♀️,woman guard medium skin tone,E4.0
People-Body,💂🏾‍♀️,woman guard medium-dark skin tone,E4.0
People-Body,💂🏿‍♀️,woman guard dark skin tone,E4.0
People-Body,🥷,ninja,E13.0
People-Body,🥷🏻,ninja light skin tone,E13.0
People-Body,🥷🏼,ninja medium-light skin tone,E13.0
People-Body,🥷🏽,ninja medium skin tone,E13.0
People-Body,🥷🏾,ninja medium-dark skin tone,E13.0
People-Body,🥷🏿,ninja dark skin tone,E13.0
People-Body,👷,construction worker,E0.6
People-Body,👷🏻,construction worker light skin tone,E1.0
People-Body,👷🏼,construction worker medium-light skin tone,E1.0
People-Body,👷🏽,construction worker medium skin tone,E1.0
People-Body,👷🏾,construction worker medium-dark skin tone,E1.0
People-Body,👷🏿,construction worker dark skin tone,E1.0
People-Body,👷‍♂️,man construction worker,E4.0
People-Body,👷🏻‍♂️,man construction worker light skin tone,E4.0
People-Body,👷🏼‍♂️,man construction worker medium-light skin tone,E4.0
People-Body,👷🏽‍♂️,man construction worker medium skin tone,E4.0
People-Body,👷🏾‍♂️,man construction worker medium-dark skin tone,E4.0
People-Body,👷🏿‍♂️,man construction worker dark skin tone,E4.0
People-Body,👷‍♀️,woman construction worker,E4.0
People-Body,👷🏻‍♀️,woman construction worker light skin tone,E4.0
People-Body,👷🏼‍♀️,woman construction worker medium-light skin tone,E4.0
People-Body,👷🏽‍♀️,woman construction worker medium skin tone,E4.0
People-Body,👷🏾‍♀️,woman construction worker medium-dark skin tone,E4.0
People-Body,👷🏿‍♀️,woman construction worker dark skin tone,E4.0
People-Body,🫅,person with crown,E14.0
People-Body,🫅🏻,person with crown light skin tone,E14.0
People-Body,🫅🏼,person with crown medium-light skin tone,E14.0
People-Body,🫅🏽,person with crown medium skin tone,E14.0
People-Body,🫅🏾,person with crown medium-dark skin tone,E14.0
People-Body,🫅🏿,person with crown dark skin tone,E14.0
People-Body,🤴,prince,E3.0
People-Body,🤴🏻,prince light skin tone,E3.0
People-Body,🤴🏼,prince medium-light skin tone,E3.0
People-Body,🤴🏽,prince medium skin tone,E3.0
People-Body,🤴🏾,prince medium-dark skin tone,E3.0
People-Body,🤴🏿,prince dark skin tone,E3.0
People-Body,👸,princess,E0.6
People-Body,👸🏻,princess light skin tone,E1.0
People-Body,👸🏼,princess medium-light skin tone,E1.0
People-Body,👸🏽,princess medium skin tone,E1.0
People-Body,👸🏾,princess medium-dark skin tone,E1.0
People-Body,👸🏿,princess dark skin tone,E1.0
People-Body,👳,person wearing turban,E0.6
People-Body,👳🏻,person wearing turban light skin tone,E1.0
People-Body,👳🏼,person wearing turban medium-light skin tone,E1.0
People-Body,👳🏽,person wearing turban medium skin tone,E1.0
People-Body,👳🏾,person wearing turban medium-dark skin tone,E1.0
People-Body,👳🏿,person wearing turban dark skin tone,E1.0
People-Body,👳‍♂️,man wearing turban,E4.0
People-Body,👳🏻‍♂️,man wearing turban light skin tone,E4.0
People-Body,👳🏼‍♂️,man wearing turban medium-light skin tone,E4.0
People-Body,👳🏽‍♂️,man wearing turban medium skin tone,E4.0
People-Body,👳🏾‍♂️,man wearing turban medium-dark skin tone,E4.0
People-Body,👳🏿‍♂️,man wearing turban dark skin tone,E4.0
People-Body,👳‍♀️,woman wearing turban,E4.0
People-Body,👳🏻‍♀️,woman wearing turban light skin tone,E4.0
People-Body,👳🏼‍♀️,woman wearing turban medium-light skin tone,E4.0
People-Body,👳🏽‍♀️,woman wearing turban medium skin tone,E4.0
People-Body,👳🏾‍♀️,woman wearing turban medium-dark skin tone,E4.0
People-Body,👳🏿‍♀️,woman wearing turban dark skin tone,E4.0
People-Body,👲,person with skullcap,E0.6
People-Body,👲🏻,person with skullcap light skin tone,E1.0
People-Body,👲🏼,person with skullcap medium-light skin tone,E1.0
People-Body,👲🏽,person with skullcap medium skin tone,E1.0
People-Body,👲🏾,person with skullcap medium-dark skin tone,E1.0
People-Body,👲🏿,person with skullcap dark skin tone,E1.0
People-Body,🧕,woman with headscarf,E5.0
People-Body,🧕🏻,woman with headscarf light skin tone,E5.0
People-Body,🧕🏼,woman with headscarf medium-light skin tone,E5.0
People-Body,🧕🏽,woman with headscarf medium skin tone,E5.0
People-Body,🧕🏾,woman with headscarf medium-dark skin tone,E5.0
People-Body,🧕🏿,woman with headscarf dark skin tone,E5.0
People-Body,🤵,person in tuxedo,E3.0
People-Body,🤵🏻,person in tuxedo light skin tone,E3.0
People-Body,🤵🏼,person in tuxedo medium-light skin tone,E3.0
People-Body,🤵🏽,person in tuxedo medium skin tone,E3.0
People-Body,🤵🏾,person in tuxedo medium-dark skin tone,E3.0
People-Body,🤵🏿,person in tuxedo dark skin tone,E3.0
People-Body,🤵‍♂️,man in tuxedo,E13.0
People-Body,🤵🏻‍♂️,man in tuxedo light skin tone,E13.0
People-Body,🤵🏼‍♂️,man in tuxedo medium-light skin tone,E13.0
People-Body,🤵🏽‍♂️,man in tuxedo medium skin tone,E13.0
People-Body,🤵🏾‍♂️,man in tuxedo medium-dark skin tone,E13.0
People-Body,🤵🏿‍♂️,man in tuxedo dark skin tone,E13.0
People-Body,🤵‍♀️,woman in tuxedo,E13.0
People-Body,🤵🏻‍♀️,woman in tuxedo light skin tone,E13.0
People-Body,🤵🏼‍♀️,woman in tuxedo medium-light skin tone,E13.0
People-Body,🤵🏽‍♀️,woman in tuxedo medium skin tone,E13.0
People-Body,🤵🏾‍♀️,woman in tuxedo medium-dark skin tone,E13.0
People-Body,🤵🏿‍♀️,woman in tuxedo dark skin tone,E13.0
People-Body,👰,person with veil,E0.6
People-Body,👰🏻,person with veil light skin tone,E1.0
People-Body,👰🏼,person with veil medium-light skin tone,E1.0
People-Body,👰🏽,person with veil medium skin tone,E1.0
People-Body,👰🏾,person with veil medium-dark skin tone,E1.0
People-Body,👰🏿,person with veil dark skin tone,E1.0
People-Body,👰‍♂️,man with veil,E13.0
People-Body,👰🏻‍♂️,man with veil light skin tone,E13.0
People-Body,👰🏼‍♂️,man with veil medium-light skin tone,E13.0
People-Body,👰🏽‍♂️,man with veil medium skin tone,E13.0
People-Body,👰🏾‍♂️,man with veil medium-dark skin tone,E13.0
People-Body,👰🏿‍♂️,man with veil dark skin tone,E13.0
People-Body,👰‍♀️,woman with veil,E13.0
People-Body,👰🏻‍♀️,woman with veil light skin tone,E13.0
People-Body,👰🏼‍♀️,woman with veil medium-light skin tone,E13.0
People-Body,👰🏽‍♀️,woman with veil medium skin tone,E13.0
People-Body,👰🏾‍♀️,woman with veil medium-dark skin tone,E13.0
People-Body,👰🏿‍♀️,woman with veil dark skin tone,E13.0
People-Body,🤰,pregnant woman,E3.0
People-Body,🤰🏻,pregnant woman light skin tone,E3.0
People-Body,🤰🏼,pregnant woman medium-light skin tone,E3.0
People-Body,🤰🏽,pregnant woman medium skin tone,E3.0
People-Body,🤰🏾,pregnant woman medium-dark skin tone,E3.0
People-Body,🤰🏿,pregnant woman dark skin tone,E3.0
People-Body,🫃,pregnant man,E14.0
People-Body,🫃🏻,pregnant man light skin tone,E14.0
People-Body,🫃🏼,pregnant man medium-light skin tone,E14.0
People-Body,🫃🏽,pregnant man medium skin tone,E14.0
People-Body,🫃🏾,pregnant man medium-dark skin tone,E14.0
People-Body,🫃🏿,pregnant man dark skin tone,E14.0
People-Body,🫄,pregnant person,E14.0
People-Body,🫄🏻,pregnant person light skin tone,E14.0
People-Body,🫄🏼,pregnant person medium-light skin tone,E14.0
People-Body,🫄🏽,pregnant person medium skin tone,E14.0
People-Body,🫄🏾,pregnant person medium-dark skin tone,E14.0
People-Body,🫄🏿,pregnant person dark skin tone,E14.0
People-Body,🤱,breast-feeding,E5.0
People-Body,🤱🏻,breast-feeding light skin tone,E5.0
People-Body,🤱🏼,breast-feeding medium-light skin tone,E5.0
People-Body,🤱🏽,breast-feeding medium skin tone,E5.0
People-Body,🤱🏾,breast-feeding medium-dark skin tone,E5.0
People-Body,🤱🏿,breast-feeding dark skin tone,E5.0
People-Body,👩‍🍼,woman feeding baby,E13.0
People-Body,👩🏻‍🍼,woman feeding baby light skin tone,E13.0
People-Body,👩🏼‍🍼,woman feeding baby medium-light skin tone,E13.0
People-Body,👩🏽‍🍼,woman feeding baby medium skin tone,E13.0
People-Body,👩🏾‍🍼,woman feeding baby medium-dark skin tone,E13.0
People-Body,👩🏿‍🍼,woman feeding baby dark skin tone,E13.0
People-Body,👨‍🍼,man feeding baby,E13.0
People-Body,👨🏻‍🍼,man feeding baby light skin tone,E13.0
People-Body,👨🏼‍🍼,man feeding baby medium-light skin tone,E13.0
People-Body,👨🏽‍🍼,man feeding baby medium skin tone,E13.0
People-Body,👨🏾‍🍼,man feeding baby medium-dark skin tone,E13.0
People-Body,👨🏿‍🍼,man feeding baby dark skin tone,E13.0
People-Body,🧑‍🍼,person feeding baby,E13.0
People-Body,🧑🏻‍🍼,person feeding baby light skin tone,E13.0
People-Body,🧑🏼‍🍼,person feeding baby medium-light skin tone,E13.0
People-Body,🧑🏽‍🍼,person feeding baby medium skin tone,E13.0
People-Body,🧑🏾‍🍼,person feeding baby medium-dark skin tone,E13.0
People-Body,🧑🏿‍🍼,person feeding baby dark skin tone,E13.0
People-Body,👼,baby angel,E0.6
People-Body,👼🏻,baby angel light skin tone,E1.0
People-Body,👼🏼,baby angel medium-light skin tone,E1.0
People-Body,👼🏽,baby angel medium skin tone,E1.0
People-Body,👼🏾,baby angel medium-dark skin tone,E1.0
People-Body,👼🏿,baby angel dark skin tone,E1.0
People-Body,🎅,Santa Claus,E0.6
People-Body,🎅🏻,Santa Claus light skin tone,E1.0
People-Body,🎅🏼,Santa Claus medium-light skin tone,E1.0
People-Body,🎅🏽,Santa Claus medium skin tone,E1.0
People-Body,🎅🏾,Santa Claus medium-dark skin tone,E1.0
People-Body,🎅🏿,Santa Claus dark skin tone,E1.0
People-Body,🤶,Mrs Claus,E3.0
People-Body,🤶🏻,Mrs Claus light skin tone,E3.0
People-Body,🤶🏼,Mrs Claus medium-light skin tone,E3.0
People-Body,🤶🏽,Mrs Claus medium skin tone,E3.0
People-Body,🤶🏾,Mrs Claus medium-dark skin tone,E3.0
People-Body,🤶🏿,Mrs Claus dark skin tone,E3.0
People-Body,🧑‍🎄,mx claus,E13.0
People-Body,🧑🏻‍🎄,mx claus light skin tone,E13.0
People-Body,🧑🏼‍🎄,mx claus medium-light skin tone,E13.0
