Group,Representation,Name,Section
People-Body,👩‍👦‍👦,family woman boy boy,E4.0
People-Body,👩‍👧,family woman girl,E4.0
People-Body,👩‍👧‍👦,family woman girl boy,E4.0
People-Body,👩‍👧‍👧,family woman girl girl,E4.0
People-Body,🗣️,speaking head,E0.7
People-Body,👤,bust in silhouette,E0.6
People-Body,👥,busts in silhouette,E1.0
People-Body,🫂,people hugging,E13.0
People-Body,👪,family,E0.6
People-Body,🧑‍🧑‍🧒,family adult adult child,E15.1
People-Body,🧑‍🧑‍🧒‍🧒,family adult adult child child,E15.1
People-Body,🧑‍🧒,family adult child,E15.1
People-Body,🧑‍🧒‍🧒,family adult child child,E15.1
People-Body,👣,footprints,E0.6
Animals-Nature,🐵,monkey face,E0.6
Animals-Nature,🐒,monkey,E0.6
Animals-Nature,🦍,gorilla,E3.0
Animals-Nature,🦧,orangutan,E12.0
Animals-Nature,🐶,dog face,E0.6
Animals-Nature,🐕,dog,E0.7
Animals-Nature,🦮,guide dog,E12.0
Animals-Nature,🐕‍🦺,service dog,E12.0
Animals-Nature,🐩,poodle,E0.6
Animals-Nature,🐺,wolf,E0.6
Animals-Nature,🦊,fox,E3.0
Animals-Nature,🦝,raccoon,E11.0
Animals-Nature,🐱,cat face,E0.6
Animals-Nature,🐈,cat,E0.7
Animals-Nature,🐈‍⬛,black cat,E13.0
Animals-Nature,🦁,lion,E1.0
Animals-Nature,🐯,tiger face,E0.6
Animals-Nature,🐅,tiger,E1.0
Animals-Nature,🐆,leopard,E1.0
Animals-Nature,🐴,horse face,E0.6
Animals-Nature,🫎,moose,E15.0
Animals-Nature,🫏,donkey,E15.0
Animals-Nature,🐎,horse,E0.6
Animals-Nature,🦄,unicorn,E1.0
Animals-Nature,🦓,zebra,E5.0
Animals-Nature,🦌,deer,E3.0
Animals-Nature,🦬,bison,E13.0
Animals-Nature,🐮,cow face,E0.6
Animals-Nature,🐂,ox,E1.0
Animals-Nature,🐃,water buffalo,E1.0
Animals-Nature,🐄,cow,E1.0
Animals-Nature,🐷,pig face,E0.6
Animals-Nature,🐖,pig,E1.0
Animals-Nature,🐗,boar,E0.6
Animals-Nature,🐽,pig nose,E0.6
Animals-Nature,🐏,ram,E1.0
Animals-Nature,🐑,ewe,E0.6
Animals-Nature,🐐,goat,E1.0
Animals-Nature,🐪,camel,E1.0
Animals-Nature,🐫,two-hump camel,E0.6
Animals-Nature,🦙,llama,E11.0
Animals-Nature,🦒,giraffe,E5.0
Animals-Nature,🐘,elephant,E0.6
Animals-Nature,🦣,mammoth,E13.0
Animals-Nature,🦏,rhinoceros,E3.0
Animals-Nature,🦛,hippopotamus,E11.0
Animals-Nature,🐭,mouse face,E0.6
Animals-Nature,🐁,mouse,E1.0
Animals-Nature,🐀,rat,E1.0
Animals-Nature,🐹,hamster,E0.6
Animals-Nature,🐰,rabbit face,E0.6
Animals-Nature,🐇,rabbit,E1.0
Animals-Nature,🐿️,chipmunk,E0.7
Animals-Nature,🦫,beaver,E13.0
Animals-Nature,🦔,hedgehog,E5.0
Animals-Nature,🦇,bat,E3.0
Animals-Nature,🐻,bear,E0.6
Animals-Nature,🐻‍❄️,polar bear,E13.0
Animals-Nature,🐨,koala,E0.6
Animals-Nature,🐼,panda,E0.6
Animals-Nature,🦥,sloth,E12.0
Animals-Nature,🦦,otter,E12.0
Animals-Nature,🦨,skunk,E12.0
Animals-Nature,🦘,kangaroo,E11.0
Animals-Nature,🦡,badger,E11.0
Animals-Nature,🐾,paw prints,E0.6
Animals-Nature,🦃,turkey,E1.0
Animals-Nature,🐔,chicken,E0.6
Animals-Nature,🐓,rooster,E1.0
Animals-Nature,🐣,hatching chick,E0.6
Animals-Nature,🐤,baby chick,E0.6
Animals-Nature,🐥,front-facing baby chick,E0.6
Animals-Nature,🐦,bird,E0.6
Animals-Nature,🐧,penguin,E0.6
Animals-Nature,🕊️,dove,E0.7
Animals-Nature,🦅,eagle,E3.0
Animals-Nature,🦆,duck,E3.0
Animals-Nature,🦢,swan,E11.0
Animals-Nature,🦉,owl,E3.0
Animals-Nature,🦤,dodo,E13.0
Animals-Nature,🪶,feather,E13.0
Animals-Nature,🦩,flamingo,E12.0
Animals-Nature,🦚,peacock,E11.0
Animals-Nature,🦜,parrot,E11.0
Animals-Nature,🪽,wing,E15.0
Animals-Nature,🐦‍⬛,black bird,E15.0
Animals-Nature,🪿,goose,E15.0
Animals-Nature,🐦‍🔥,phoenix,E15.1
Animals-Nature,🐸,frog,E0.6
Animals-Nature,🐊,crocodile,E1.0
Animals-Nature,🐢,turtle,E0.6
Animals-Nature,🦎,lizard,E3.0
Animals-Nature,🐍,snake,E0.6
Animals-Nature,🐲,dragon face,E0.6
Animals-Nature,🐉,dragon,E1.0
Animals-Nature,🦕,sauropod,E5.0
Animals-Nature,🦖,T-Rex,E5.0
Animals-Nature,🐳,spouting whale,E0.6
Animals-Nature,🐋,whale,E1.0
Animals-Nature,🐬,dolphin,E0.6
Animals-Nature,🦭,seal,E13.0
Animals-Nature,🐟,fish,E0.6
Animals-Nature,🐠,tropical fish,E0.6
Animals-Nature,🐡,blowfish,E0.6
Animals-Nature,🦈,shark,E3.0
Animals-Nature,🐙,octopus,E0.6
Animals-Nature,🐚,spiral shell,E0.6
Animals-Nature,🪸,coral,E14.0
Animals-Nature,🪼,jellyfish,E15.0
Animals-Nature,🐌,snail,E0.6
Animals-Nature,🦋,butterfly,E3.0
Animals-Nature,🐛,bug,E0.6
Animals-Nature,🐜,ant,E0.6
Animals-Nature,🐝,honeybee,E0.6
Animals-Nature,🪲,beetle,E13.0
Animals-Nature,🐞,lady beetle,E0.6
Animals-Nature,🦗,cricket,E5.0
Animals-Nature,🪳,cockroach,E13.0
Animals-Nature,🕷️,spider,E0.7
Animals-Nature,🕸️,spider web,E0.7
Animals-Nature,🦂,scorpion,E1.0
Animals-Nature,🦟,mosquito,E11.0
Animals-Nature,🪰,fly,E13.0
Animals-Nature,🪱,worm,E13.0
Animals-Nature,🦠,microbe,E11.0
Animals-Nature,💐,bouquet,E0.6
Animals-Nature,🌸,cherry blossom,E0.6
Animals-Nature,💮,white flower,E0.6
Animals-Nature,🪷,lotus,E14.0
Animals-Nature,🏵️,rosette,E0.7
Animals-Nature,🌹,rose,E0.6
Animals-Nature,🥀,wilted flower,E3.0
Animals-Nature,🌺,hibiscus,E0.6
Animals-Nature,🌻,sunflower,E0.6
Animals-Nature,🌼,blossom,E0.6
Animals-Nature,🌷,tulip,E0.6
Animals-Nature,🪻,hyacinth,E15.0
Animals-Nature,🌱,seedling,E0.6
Animals-Nature,🪴,potted plant,E13.0
Animals-Nature,🌲,evergreen tree,E1.0
Animals-Nature,🌳,deciduous tree,E1.0
Animals-Nature,🌴,palm tree,E0.6
Animals-Nature,🌵,cactus,E0.6
Animals-Nature,🌾,sheaf of rice,E0.6
Animals-Nature,🌿,herb,E0.6
Animals-Nature,☘️,shamrock,E1.0
Animals-Nature,🍀,four leaf clover,E0.6
Animals-Nature,🍁,maple leaf,E0.6
Animals-Nature,🍂,fallen leaf,E0.6
Animals-Nature,🍃,leaf fluttering in wind,E0.6
Animals-Nature,🪹,empty nest,E14.0
Animals-Nature,🪺,nest with eggs,E14.0
Animals-Nature,🍄,mushroom,E0.6
Food-Drink,🍇,grapes,E0.6
Food-Drink,🍈,melon,E0.6
Food-Drink,🍉,watermelon,E0.6
Food-Drink,🍊,tangerine,E0.6
Food-Drink,🍋,lemon,E1.0
Food-Drink,🍋‍🟩,lime,E15.1
Food-Drink,🍌,banana,E0.6
Food-Drink,🍍,pineapple,E0.6
Food-Drink,🥭,mango,E11.0
Food-Drink,🍎,red apple,E0.6
Food-Drink,🍏,green apple,E0.6
Food-Drink,🍐,pear,E1.0
Food-Drink,🍑,peach,E0.6
Food-Drink,🍒,cherries,E0.6
Food-Drink,🍓,strawberry,E0.6
Food-Drink,🫐,blueberries,E13.0
Food-Drink,🥝,kiwi fruit,E3.0
Food-Drink,🍅,tomato,E0.6
Food-Drink,🫒,olive,E13.0
Food-Drink,🥥,coconut,E5.0
Food-Drink,🥑,avocado,E3.0
Food-Drink,🍆,eggplant,E0.6
Food-Drink,🥔,potato,E3.0
Food-Drink,🥕,carrot,E3.0
Food-Drink,🌽,ear of corn,E0.6
Food-Drink,🌶️,hot pepper,E0.7
Food-Drink,🫑,bell pepper,E13.0
Food-Drink,🥒,cucumber,E3.0
Food-Drink,🥬,leafy green,E11.0
Food-Drink,🥦,broccoli,E5.0
Food-Drink,🧄,garlic,E12.0
Food-Drink,🧅,onion,E12.0
Food-Drink,🥜,peanuts,E3.0
Food-Drink,🫘,beans,E14.0
Food-Drink,🌰,chestnut,E0.6
Food-Drink,🫚,ginger root,E15.0
Food-Drink,🫛,pea pod,E15.0
Food-Drink,🍄‍🟫,brown mushroom,E15.1
Food-Drink,🍞,bread,E0.6
Food-Drink,🥐,croissant,E3.0
Food-Drink,🥖,baguette bread,E3.0
Food-Drink,🫓,flatbread,E13.0
Food-Drink,🥨,pretzel,E5.0
Food-Drink,🥯,bagel,E11.0
Food-Drink,🥞,pancakes,E3.0
Food-Drink,🧇,waffle,E12.0
Food-Drink,🧀,cheese wedge,E1.0
Food-Drink,🍖,meat on bone,E0.6
Food-Drink,🍗,poultry leg,E0.6
Food-Drink,🥩,cut of meat,E5.0
Food-Drink,🥓,bacon,E3.0
Food-Drink,🍔,hamburger,E0.6
Food-Drink,🍟,french fries,E0.6
Food-Drink,🍕,pizza,E0.6
Food-Drink,🌭,hot dog,E1.0
Food-Drink,🥪,sandwich,E5.0
Food-Drink,🌮,taco,E1.0
Food-Drink,🌯,burrito,E1.0
Food-Drink,🫔,tamale,E13.0
Food-Drink,🥙,stuffed flatbread,E3.0
Food-Drink,🧆,falafel,E12.0
Food-Drink,🥚,egg,E3.0
Food-Drink,🍳,cooking,E0.6
Food-Drink,🥘,shallow pan of food,E3.0
Food-Drink,🍲,pot of food,E0.6
Food-Drink,🫕,fondue,E13.0
Food-Drink,🥣,bowl with spoon,E5.0
Food-Drink,🥗,green salad,E3.0
Food-Drink,🍿,popcorn,E1.0
Food-Drink,🧈,butter,E12.0
Food-Drink,🧂,salt,E11.0
Food-Drink,🥫,canned food,E5.0
Food-Drink,🍱,bento box,E0.6
Food-Drink,🍘,rice cracker,E0.6
Food-Drink,🍙,rice ball,E0.6
Food-Drink,🍚,cooked rice,E0.6
Food-Drink,🍛,curry rice,E0.6
Food-Drink,🍜,steaming bowl,E0.6
Food-Drink,🍝,spaghetti,E0.6
Food-Drink,🍠,roasted sweet potato,E0.6
Food-Drink,🍢,oden,E0.6
Food-Drink,🍣,sushi,E0.6
Food-Drink,🍤,fried shrimp,E0.6
Food-Drink,🍥,fish cake with swirl,E0.6
Food-Drink,🥮,moon cake,E11.0
Food-Drink,🍡,dango,E0.6
Food-Drink,🥟,dumpling,E5.0
Food-Drink,🥠,fortune cookie,E5.0
Food-Drink,🥡,takeout box,E5.0
Food-Drink,🦀,crab,E1.0
Food-Drink,🦞,lobster,E11.0
Food-Drink,🦐,shrimp,E3.0
Food-Drink,🦑,squid,E3.0
Food-Drink,🦪,oyster,E12.0
Food-Drink,🍦,soft ice cream,E0.6
Food-Drink,🍧,shaved ice,E0.6
Food-Drink,🍨,ice cream,E0.6
Food-Drink,🍩,doughnut,E0.6
Food-Drink,🍪,cookie,E0.6
Food-Drink,🎂,birthday cake,E0.6
Food-Drink,🍰,shortcake,E0.6
Food-Drink,🧁,cupcake,E11.0
Food-Drink,🥧,pie,E5.0
Food-Drink,🍫,chocolate bar,E0.6
Food-Drink,🍬,candy,E0.6
Food-Drink,🍭,lollipop,E0.6
Food-Drink,🍮,custard,E0.6
Food-Drink,🍯,honey pot,E0.6
Food-Drink,🍼,baby bottle,E1.0
Food-Drink,🥛,glass of milk,E3.0
Food-Drink,☕,hot beverage,E0.6
Food-Drink,🫖,teapot,E13.0
Food-Drink,🍵,teacup without handle,E0.6
Food-Drink,🍶,sake,E0.6
Food-Drink,🍾,bottle with popping cork,E1.0
Food-Drink,🍷,wine glass,E0.6
Food-Drink,🍸,cocktail glass,E0.6
Food-Drink,🍹,tropical drink,E0.6
Food-Drink,🍺,beer mug,E0.6
Food-Drink,🍻,clinking beer mugs,E0.6
Food-Drink,🥂,clinking glasses,E3.0
Food-Drink,🥃,tumbler glass,E3.0
Food-Drink,🫗,pouring liquid,E14.0
Food-Drink,🥤,cup with straw,E5.0
Food-Drink,🧋,bubble tea,E13.0
Food-Drink,🧃,beverage box,E12.0
Food-Drink,🧉,mate,E12.0
Food-Drink,🧊,ice,E12.0
Food-Drink,🥢,chopsticks,E5.0
Food-Drink,🍽️,fork and knife with plate,E0.7
Food-Drink,🍴,fork and knife,E0.6
Food-Drink,🥄,spoon,E3.0
Food-Drink,🔪,kitchen knife,E0.6
Food-Drink,🫙,jar,E14.0
Food-Drink,🏺,amphora,E1.0
Travel-Places,🌍,globe showing Europe-Africa,E0.7
Travel-Places,🌎,globe showing Americas,E0.7
Travel-Places,🌏,globe showing Asia-Australia,E0.6
Travel-Places,🌐,globe with meridians,E1.0
Travel-Places,🗺️,world map,E0.7
Travel-Places,🗾,map of Japan,E0.6
Travel-Places,🧭,compass,E11.0
Travel-Places,🏔️,snow-capped mountain,E0.7
Travel-Places,⛰️,mountain,E0.7
Travel-Places,🌋,volcano,E0.6
Travel-Places,🗻,mount fuji,E0.6
Travel-Places,🏕️,camping,E0.7
Travel-Places,🏖️,beach with umbrella,E0.7
Travel-Places,🏜️,desert,E0.7
Travel-Places,🏝️,desert island,E0.7
Travel-Places,🏞️,national park,E0.7
Travel-Places,🏟️,stadium,E0.7
Travel-Places,🏛️,classical building,E0.7
Travel-Places,🏗️,building construction,E0.7
Travel-Places,🧱,brick,E11.0
Travel-Places,🪨,rock,E13.0
Travel-Places,🪵,wood,E13.0
Travel-Places,🛖,hut,E13.0
Travel-Places,🏘️,houses,E0.7
Travel-Places,🏚️,derelict house,E0.7
Travel-Places,🏠,house,E0.6
Travel-Places,🏡,house with garden,E0.6
Travel-Places,🏢,office building,E0.6
Travel-Places,🏣,Japanese post office,E0.6
Travel-Places,🏤,post office,E1.0
Travel-Places,🏥,hospital,E0.6
Travel-Places,🏦,bank,E0.6
Travel-Places,🏨,hotel,E0.6
Travel-Places,🏩,love hotel,E0.6
Travel-Places,🏪,convenience store,E0.6
Travel-Places,🏫,school,E0.6
Travel-Places,🏬,department store,E0.6
Travel-Places,🏭,factory,E0.6
Travel-Places,🏯,Japanese castle,E0.6
Travel-Places,🏰,castle,E0.6
Travel-Places,💒,wedding,E0.6
Travel-Places,🗼,Tokyo tower,E0.6
Travel-Places,🗽,Statue of Liberty,E0.6
Travel-Places,⛪,church,E0.6
Travel-Places,🕌,mosque,E1.0
Travel-Places,🛕,hindu temple,E12.0
Travel-Places,🕍,synagogue,E1.0
Travel-Places,⛩️,shinto shrine,E0.7
Travel-Places,🕋,kaaba,E1.0
Travel-Places,⛲,fountain,E0.6
Travel-Places,⛺,tent,E0.6
Travel-Places,🌁,foggy,E0.6
Travel-Places,🌃,night with stars,E0.6
Travel-Places,🏙️,cityscape,E0.7
Travel-Places,🌄,sunrise over mountains,E0.6
Travel-Places,🌅,sunrise,E0.6
Travel-Places,🌆,cityscape at dusk,E0.6
Travel-Places,🌇,sunset,E0.6
Travel-Places,🌉,bridge at night,E0.6
Travel-Places,♨️,hot springs,E0.6
Travel-Places,🎠,carousel horse,E0.6
Travel-Places,🛝,playground slide,E14.0
Travel-Places,🎡,ferris wheel,E0.6
Travel-Places,🎢,roller coaster,E0.6
Travel-Places,💈,barber pole,E0.6
Travel-Places,🎪,circus tent,E0.6
Travel-Places,🚂,locomotive,E1.0
Travel-Places,🚃,railway car,E0.6
Travel-Places,🚄,high-speed train,E0.6
Travel-Places,🚅,bullet train,E0.6
Travel-Places,🚆,train,E1.0
Travel-Places,🚇,metro,E0.6
Travel-Places,🚈,light rail,E1.0
Travel-Places,🚉,station,E0.6
Travel-Places,🚊,tram,E1.0
Travel-Places,🚝,monorail,E1.0
Travel-Places,🚞,mountain railway,E1.0
Travel-Places,🚋,tram car,E1.0
Travel-Places,🚌,bus,E0.6
Travel-Places,🚍,oncoming bus,E0.7
Travel-Places,🚎,trolleybus,E1.0
Travel-Places,🚐,minibus,E1.0
Travel-Places,🚑,ambulance,E0.6
Travel-Places,🚒,fire engine,E0.6
Travel-Places,🚓,police car,E0.6
Travel-Places,🚔,oncoming police car,E0.7
Travel-Places,🚕,taxi,E0.6
Travel-Places,🚖,oncoming taxi,E1.0
Travel-Places,🚗,automobile,E0.6
Travel-Places,🚘,oncoming automobile,E0.7
Travel-Places,🚙,sport utility vehicle,E0.6
Travel-Places,🛻,pickup truck,E13.0
Travel-Places,🚚,delivery truck,E0.6
Travel-Places,🚛,articulated lorry,E1.0
Travel-Places,🚜,tractor,E1.0
Travel-Places,🏎️,racing car,E0.7
Travel-Places,🏍️,motorcycle,E0.7
Travel-Places,🛵,motor scooter,E3.0
Travel-Places,🦽,manual wheelchair,E12.0
Travel-Places,🦼,motorized wheelchair,E12.0
Travel-Places,🛺,auto rickshaw,E12.0
Travel-Places,🚲,bicycle,E0.6
Travel-Places,🛴,kick scooter,E3.0
Travel-Places,🛹,skateboard,E11.0
Travel-Places,🛼,roller skate,E13.0
Travel-Places,🚏,bus stop,E0.6
Travel-Places,🛣️,motorway,E0.7
Travel-Places,🛤️,railway track,E0.7
Travel-Places,🛢️,oil drum,E0.7
Travel-Places,⛽,fuel pump,E0.6
Travel-Places,🛞,wheel,E14.0
Travel-Places,🚨,police car light,E0.6
Travel-Places,🚥,horizontal traffic light,E0.6
Travel-Places,🚦,vertical traffic light,E1.0
Travel-Places,🛑,stop sign,E3.0
Travel-Places,🚧,construction,E0.6
Travel-Places,⚓,anchor,E0.6
Travel-Places,🛟,ring buoy,E14.0
Travel-Places,⛵,sailboat,E0.6
Travel-Places,🛶,canoe,E3.0
Travel-Places,🚤,speedboat,E0.6
Travel-Places,🛳️,passenger ship,E0.7
Travel-Places,⛴️,ferry,E0.7
Travel-Places,🛥️,motor boat,E0.7
Travel-Places,🚢,ship,E0.6
Travel-Places,✈️,airplane,E0.6
Travel-Places,🛩️,small airplane,E0.7
Travel-Places,🛫,airplane departure,E1.0
Travel-Places,🛬,airplane arrival,E1.0
Travel-Places,🪂,parachute,E12.0
Travel-Places,💺,seat,E0.6
Travel-Places,🚁,helicopter,E1.0
Travel-Places,🚟,suspension railway,E1.0
Travel-Places,🚠,mountain cableway,E1.0
Travel-Places,🚡,aerial tramway,E1.0
Travel-Places,🛰️,satellite,E0.7
Travel-Places,🚀,rocket,E0.6
Travel-Places,🛸,flying saucer,E5.0
Travel-Places,🛎️,bellhop bell,E0.7
Travel-Places,🧳,luggage,E11.0
Travel-Places,⌛,hourglass done,E0.6
Travel-Places,⏳,hourglass not done,E0.6
Travel-Places,⌚,watch,E0.6
Travel-Places,⏰,alarm clock,E0.6
Travel-Places,⏱️,stopwatch,E1.0
Travel-Places,⏲️,timer clock,E1.0
Travel-Places,🕰️,mantelpiece clock,E0.7
Travel-Places,🕛,twelve oclock,E0.6
Travel-Places,🕧,twelve-thirty,E0.7
Travel-Places,🕐,one oclock,E0.6
Travel-Places,🕜,one-thirty,E0.7
Travel-Places,🕑,two oclock,E0.6
Travel-Places,🕝,two-thirty,E0.7
Travel-Places,🕒,three oclock,E0.6
Travel-Places,🕞,three-thirty,E0.7
Travel-Places,🕓,four oclock,E0.6
Travel-Places,🕟,four-thirty,E0.7
Travel-Places,🕔,five oclock,E0.6
Travel-Places,🕠,five-thirty,E0.7
Travel-Places,🕕,six oclock,E0.6
Travel-Places,🕡,six-thirty,E0.7
Travel-Places,🕖,seven oclock,E0.6
Travel-Places,🕢,seven-thirty,E0.7
Travel-Places,🕗,eight oclock,E0.6
Travel-Places,🕣,eight-thirty,E0.7
Travel-Places,🕘,nine oclock,E0.6
Travel-Places,🕤,nine-thirty,E0.7
Travel-Places,🕙,ten oclock,E0.6
Travel-Places,🕥,ten-thirty,E0.7
Travel-Places,🕚,eleven oclock,E0.6
Travel-Places,🕦,eleven-thirty,E0.7
Travel-Places,🌑,new moon,E0.6
Travel-Places,🌒,waxing crescent moon,E1.0
Travel-Places,🌓,first quarter moon,E0.6
Travel-Places,🌔,waxing gibbous moon,E0.6
Travel-Places,🌕,full moon,E0.6
Travel-Places,🌖,waning gibbous moon,E1.0
Travel-Places,🌗,last quarter moon,E1.0
Travel-Places,🌘,waning crescent moon,E1.0
Travel-Places,🌙,crescent moon,E0.6
Travel-Places,🌚,new moon face,E1.0
Travel-Places,🌛,first quarter moon face,E0.6
Travel-Places,🌜,last quarter moon face,E0.7
Travel-Places,🌡️,thermometer,E0.7
Travel-Places,☀️,sun,E0.6
Travel-Places,🌝,full moon face,E1.0
Travel-Places,🌞,sun with face,E1.0
Travel-Places,🪐,ringed planet,E12.0
Travel-Places,⭐,star,E0.6
Travel-Places,🌟,glowing star,E0.6
Travel-Places,🌠,shooting star,E0.6
Travel-Places,🌌,milky way,E0.6
Travel-Places,☁️,cloud,E0.6
Travel-Places,⛅,sun behind cloud,E0.6
Travel-Places,⛈️,cloud with lightning and rain,E0.7
Travel-Places,🌤️,sun behind small cloud,E0.7
Travel-Places,🌥️,sun behind large cloud,E0.7
Travel-Places,🌦️,sun behind rain cloud,E0.7
Travel-Places,🌧️,cloud with rain,E0.7
Travel-Places,🌨️,cloud with snow,E0.7
Travel-Places,🌩️,cloud with lightning,E0.7
Travel-Places,🌪️,tornado,E0.7
Travel-Places,🌫️,fog,E0.7
Travel-Places,🌬️,wind face,E0.7
Travel-Places,🌀,cyclone,E0.6
Travel-Places,🌈,rainbow,E0.6
Travel-Places,🌂,closed umbrella,E0.6
Travel-Places,☂️,umbrella,E0.7
Travel-Places,☔,umbrella with rain drops,E0.6
Travel-Places,⛱️,umbrella on ground,E0.7
Travel-Places,⚡,high voltage,E0.6
Travel-Places,❄️,snowflake,E0.6
Travel-Places,☃️,snowman,E0.7
Travel-Places,⛄,snowman without snow,E0.6
Travel-Places,☄️,comet,E1.0
Travel-Places,🔥,fire,E0.6
Travel-Places,💧,droplet,E0.6
Travel-Places,🌊,water wave,E0.6
Activities,🎃,jack-o-lantern,E0.6
Activities,🎄,Christmas tree,E0.6
Activities,🎆,fireworks,E0.6
Activities,🎇,sparkler,E0.6
Activities,🧨,firecracker,E11.0
Activities,✨,sparkles,E0.6
Activities,🎈,balloon,E0.6
Activities,🎉,party popper,E0.6
Activities,🎊,confetti ball,E0.6
Activities,🎋,tanabata tree,E0.6
Activities,🎍,pine decoration,E0.6
Activities,🎎,Japanese dolls,E0.6
Activities,🎏,carp streamer,E0.6
Activities,🎐,wind chime,E0.6
Activities,🎑,moon viewing ceremony,E0.6
Activities,🧧,red envelope,E11.0
Activities,🎀,ribbon,E0.6
Activities,🎁,wrapped gift,E0.6
Activities,🎗️,reminder ribbon,E0.7
Activities,🎟️,admission tickets,E0.7
Activities,🎫,ticket,E0.6
Activities,🎖️,military medal,E0.7
Activities,🏆,trophy,E0.6
Activities,🏅,sports medal,E1.0
Activities,🥇,1st place medal,E3.0
Activities,🥈,2nd place medal,E3.0
Activities,🥉,3rd place medal,E3.0
Activities,⚽,soccer ball,E0.6
Activities,⚾,baseball,E0.6
Activities,🥎,softball,E11.0
Activities,🏀,basketball,E0.6
Activities,🏐,volleyball,E1.0
Activities,🏈,american football,E0.6
Activities,🏉,rugby football,E1.0
Activities,🎾,tennis,E0.6
Activities,🥏,flying disc,E11.0
Activities,🎳,bowling,E0.6
Activities,🏏,cricket game,E1.0
Activities,🏑,field hockey,E1.0
Activities,🏒,ice hockey,E1.0
Activities,🥍,lacrosse,E11.0
Activities,🏓,ping pong,E1.0
Activities,🏸,badminton,E1.0
Activities,🥊,boxing glove,E3.0
Activities,🥋,martial arts uniform,E3.0
Activities,🥅,goal net,E3.0
Activities,⛳,flag in hole,E0.6
Activities,⛸️,ice skate,E0.7
Activities,🎣,fishing pole,E0.6
Activities,🤿,diving mask,E12.0
Activities,🎽,running shirt,E0.6
Activities,🎿,skis,E0.6
Activities,🛷,sled,E5.0
Activities,🥌,curling stone,E5.0
Activities,🎯,bullseye,E0.6
Activities,🪀,yo-yo,E12.0
Activities,🪁,kite,E12.0
Activities,🔫,water pistol,E0.6
Activities,🎱,pool 8 ball,E0.6
Activities,🔮,crystal ball,E0.6
Activities,🪄,magic wand,E13.0
Activities,🎮,video game,E0.6
Activities,🕹️,joystick,E0.7
Activities,🎰,slot machine,E0.6
Activities,🎲,game die,E0.6
Activities,🧩,puzzle piece,E11.0
Activities,🧸,teddy bear,E11.0
Activities,🪅,piata,E13.0
Activities,🪩,mirror ball,E14.0
Activities,🪆,nesting dolls,E13.0
Activities,♠️,spade suit,E0.6
Activities,♥️,heart suit,E0.6
Activities,♦️,diamond suit,E0.6
Activities,♣️,club suit,E0.6
Activities,♟️,chess pawn,E11.0
Activities,🃏,joker,E0.6
Activities,🀄,mahjong red dragon,E0.6
Activities,🎴,flower playing cards,E0.6
Activities,🎭,performing arts,E0.6
Activities,🖼️,framed picture,E0.7
Activities,🎨,artist palette,E0.6
Activities,🧵,thread,E11.0
Activities,🪡,sewing needle,E13.0
Activities,🧶,yarn,E11.0
Activities,🪢,knot,E13.0
Objects,👓,glasses,E0.6
Objects,🕶️,sunglasses,E0.7
Objects,🥽,goggles,E11.0
Objects,🥼,lab coat,E11.0
Objects,🦺,safety vest,E12.0
Objects,👔,necktie,E0.6
Objects,👕,t-shirt,E0.6
Objects,👖,jeans,E0.6
Objects,🧣,scarf,E5.0
Objects,🧤,gloves,E5.0
Objects,🧥,coat,E5.0
Objects,🧦,socks,E5.0
Objects,👗,dress,E0.6
Objects,👘,kimono,E0.6
Objects,🥻,sari,E12.0
Objects,🩱,one-piece swimsuit,E12.0
Objects,🩲,briefs,E12.0
Objects,🩳,shorts,E12.0
Objects,👙,bikini,E0.6
Objects,👚,womans clothes,E0.6
Objects,🪭,folding hand fan,E15.0
Objects,👛,purse,E0.6
Objects,👜,handbag,E0.6
Objects,👝,clutch bag,E0.6
Objects,🛍️,shopping bags,E0.7
Objects,🎒,backpack,E0.6
Objects,🩴,thong sandal,E13.0
Objects,👞,mans shoe,E0.6
Objects,👟,running shoe,E0.6
Objects,🥾,hiking boot,E11.0
Objects,🥿,flat shoe,E11.0
Objects,👠,high-heeled shoe,E0.6
Objects,👡,womans sandal,E0.6
Objects,🩰,ballet shoes,E12.0
Objects,👢,womans boot,E0.6
Objects,🪮,hair pick,E15.0
Objects,👑,crown,E0.6
Objects,👒,womans hat,E0.6
Objects,🎩,top hat,E0.6
Objects,🎓,graduation cap,E0.6
Objects,🧢,billed cap,E5.0
Objects,🪖,military helmet,E13.0
Objects,⛑️,rescue workers helmet,E0.7
Objects,📿,prayer beads,E1.0
Objects,💄,lipstick,E0.6
Objects,💍,ring,E0.6
Objects,💎,gem stone,E0.6
Objects,🔇,muted speaker,E1.0
Objects,🔈,speaker low volume,E0.7
Objects,🔉,speaker medium volume,E1.0
Objects,🔊,speaker high volume,E0.6
Objects,📢,loudspeaker,E0.6
Objects,📣,megaphone,E0.6
Objects,📯,postal horn,E1.0
Objects,🔔,bell,E0.6
Objects,🔕,bell with slash,E1.0
Objects,🎼,musical score,E0.6
Objects,🎵,musical note,E0.6
Objects,🎶,musical notes,E0.6
Objects,🎙️,studio microphone,E0.7
Objects,🎚️,level slider,E0.7
Objects,🎛️,control knobs,E0.7
Objects,🎤,microphone,E0.6
Objects,🎧,headphone,E0.6
Objects,📻,radio,E0.6
Objects,🎷,saxophone,E0.6
Objects,🪗,accordion,E13.0
Objects,🎸,guitar,E0.6
Objects,🎹,musical keyboard,E0.6
